id,target,s_label,t_label,source
480,it &apos;s going to do something about the exc??s and mental health care .,0,1,the overreach and unaccountable authority of the epa needs to be addressed .
481,amen senator warren,0,1,amen mr. mccain
482,well said senator murray - thank you for your hard work - please keep up for the middle class to vote against vies .,0,1,well written trey gowdy - sorry for your loss - god bless mrs. ezell for her wonderful way of touching lives .
483,stand up for the dnc and get rid of gun violence .,0,1,stand strong on the cuts and demand more cuts for the cr .
484,"even the democratic party / &apos;reily has been going to do tracking the right wing as a lot of interventionists and non-interventionists , not attending the inauguration that trump will not be ashamed of , it &apos;s going to make the democratic party with the truth as a new pharma .",0,1,"even bill o 'reily characterized the split in the republican party as a conflict between interventionists and non-interventionists , ignoring the fact that paul is not calling for non-intervention , he is calling for the rule of law with the constitution as the supreme law of the land ."
485,"once again , thank you for your hard work and dedication to the people of minnesota .",0,1,once again do your job and represent the citizens of north carolina .
486,"this is what , &quot; we have them &quot; , we &apos;re going to say that the electoral college is going to do something ...",0,1,"thats what , &quot; we the people &quot; have been saying right along.y 'alls hearing aide needs new batteries ....."
487,"the only way 333,444 that a woman is a trump supporters .",0,1,the only thing scarier than an obama administration is a biden administration .
488,i love the truth of elizabeth warren as well ... thank you for standing up to big pharma ...,0,1,i love the sound of martha roby too .... keep up the good work
489,"i don &apos;t want to the electoral college that i &apos;m not voting against , i &apos;m proud of our state of the dnc are going to be travailler and a lot that will be voting with all the way .",0,1,"i 'm not against the president trying , i just think our government officials need to work together and come up with something that will be agreeable with everyone ."
490,let &apos;s ought to run for it .,0,1,praying for repentance .
491,agree with senator murray ... we need the barrasso of our country &apos;s right to be able to make our country &apos;s de .,0,1,agree with mr andrews ... we want gvt out of our healthcare
492,this bill is going to do with all of the democratic party .,0,1,that right get rid of all of them clean house
493,"his constituents oriented are going to do something about the de of the democratic party associated , and it has been doing the same thing of a lot of the same time in the senate or the us .",0,1,"his executive orders alone far out number any previous sitting president , and he has circumvented the law numerous times without senate or congressional approval ."
494,please continue to fight for us senator !,0,1,keep fighting sir we will !
495,&quot; more lands is going to do with me .,0,1,&quot; more authority is fine with me . &quot;
496,"and i don &apos;t think the electoral college who have been their own , and choisissent to vote against trump in our country .",0,1,and i don 't blame the republican governors who held their nose and chose to implement the exchanges in their state .
497,this country is not going to do with the inauguration .,0,1,that flag did not have nothing to do with that killing .
498,thank you for standing up to fight for the middle class of hillary clinton ! ! !,0,1,please keep fighting for the repeal of obama care ! !
